#1_id	#2_content	#3_label
TRAIN_417	| الحكومة تقرر معاملة السوريين ك معاملة الاردنيين في المستشفيات الحكومية بعد تقصير مفوضية اللاجئين عن دفع تكاليف علاجهم . . وثيقة	neut
TRAIN_85	#ﻧﺼﻴﺤﺔ ﺍﻧﻚ ﺗﻌﻴﺶ ﻳﻮﻡ ﻭﺍﺣﺪ ﺑﺘﻌﻤﻞ ﺍﻟﺤﺎﺟﺔ ﺍﻟﻠﻲ ﺑﺘﺤﺒﻬﺎ . . ﺍﺣﺴﻦ ﻣﻦ ﺍﻧﻚ ﺗﻌﻴﺶ 100 ﺳﻨﺔ ﺑﺘﻌﻤﻞ ﺣﺎﺟﺔ ﻣﺒﺘﺤﺒﻬﺎﺵ . . ﺍﺣﻤﺪ ﺣﻠﻤﻲ . . ﻓﻴﻠﻢ ﺻﻨﻊ ﻓﻲ ﻣﺼﺮ : - )	pos
TRAIN_1328	اللهم صل وسلم على سيدنا محمد .	neut
TRAIN_995	USER بحق شيئ جميل . . والاجمل ان ﻻنقبل بعودته لنحافظ على كبرياءنا . . بما انه قرر الرحيل فﻻ جدوى من رجوعه . . تحياتي	pos
TRAIN_1043	وفاءلدماءالشهداءفي ذكرى وعد بلفورالمشؤم تدعوكم حماس في منطقةالشمالي والنصرللخروج في المسيرةالحاشدةمن جميع المساجدالإثنين 2 / 11بعد صلاةالعشاء	neg
TRAIN_972	لايقاس حب الأشخاص بكثرة رؤيتهم ، فهناك أشخاص يستوطنون القلب ، رغم فقر اللقاء . . !	pos
TRAIN_289	ونتيجتك في #الثانوية_العامة تنعكس تماما مع اللي قعدين وراك او ادامك	neut
TRAIN_1487	ان ماكنت الوحيدة خلني ع الأقل الأولى على قائمتك 💔	neg
TRAIN_602	USER يالغالي صحح السره مو جنوبها	pos
TRAIN_41	الاكتفاء ب شخص واحد لذه لن يعرفها من أصابه هوس التعدد . . ! !	pos
TRAIN_1164	أول ماتصحى من النوم اتوضى وامسك السبحة وقول ١٠٠ مرة بتركيز ( أنا مش مركز الكون )	neg
TRAIN_1021	ماتطولون السماء لو تعلمون ، السماء ماتليق إلا بأهلها لو تباهيتوا بنواديكم للجنون ، ما مثل الهلال نادي وانتهى 💙 .	pos
TRAIN_1452	USER ماشاءالله الله يسعدكم مبرووك محمد البيضاني	pos
TRAIN_1218	ربما نحن الأموات رغم أنفاسنا ، والذين ماتوا حقا هم الأحياء ، بكل الذكريات التي تركوها خلفهم .	neg
TRAIN_703	تشكيلة ارسنال : اوسبينا ، تشامبرز ، ميرتساكر ، كوسيلني ، مونريال ، كوكلين ، كازورلا ، اوزيل ، سانشيز ، ويلباك ، جيرو .	neut
TRAIN_1436	أﺑﻴﻚ ﺃﻧﺖ ﺑﺎﻟﺘحﺪيد ! ! أﺑي حﺒﻚ . . أﺑي ﻗﺮﺑﻚ . . أبﻲ ﻛﻞ ﺩﻧﻴﺘﻲ جﻨﺒﻚ . . أﺑﻴﻚ ﺍﻟﻜﻮﻥ . . أﺑﻴﻚ ﺗحﺒﻨي ﻭﺑجنﻮﻭﻭﻥ …	neut
TRAIN_264	كم اشتاق إليك في ليلي ونهاري كم اشتاق إليك وانتي سر اسراري	pos
TRAIN_1256	ويا قلبي مني طلاع وروح قلو . .	pos
TRAIN_1377	رسالة طريفة وصلتني : ( دكتور طارق ولدك تبرع لك ، ياريت تقبل اتبرع لك الثانية ) في التبرع : الجسم لا يحتاج سوى كلية واحدة	pos
TRAIN_1145	- مين قال ان السهر متعب انا شخصيا سألت متعب انت السهر ؟ قال لا	pos
TRAIN_373	والله مآ كنت ابآك ، ، ولكنك ، ، كنتي كبدي الذي يمشي على الأرض	neut
TRAIN_321	تعلمت أن الدنيا لم تكمل لأحد . . فليس على وجه الأرض من وجد كل ما تمناه . .	neg
TRAIN_1457	🔴 المحكمة تعلن تعذر رؤية الراتبين ! ! ترائي الهلال شعيرة أمر بها رسول الله صلى الله عليه وسلم وهي من شعائر الله يجب تعظيمها وت …	neg
TRAIN_476	#معا_لتوحيد_الدعاء_علي_stc بدل شغل العجايز والدعاوي كل شخص يتقدم بشكوى خلوا موقع هيئة الاتصالات يعلق من كثر الشكاوي ، ،	neg
TRAIN_915	#كلنا_مقاومة من يزاود على ظفر مقاومة يزاود على كل المقاومة	neut
TRAIN_1434	كلي ثورة | وكلها قمع	neut
TRAIN_643	ربي عندما تنتهي حياتي اجعلني ذكرى جميلة لمن عرفني	pos
TRAIN_1341	انا شفت ناس عندهم جفاف عاطفي ! ! بس مثل اللي يكتب رقمه بالحمامات ماشفت 😄 ✌ ☺	neg
TRAIN_437	USER هه يلي حكيتي معو مبارح عشان يفائلك ؟	pos
TRAIN_352	الجيل الحالي لا يعرف شئ عن القصص العالميه الحرب والسلم ليوتولستوي . الام . مكسيم جوركي مزرعة الحيوانات لجورج اورويل . ثلاثية نجيب م …	neg
TRAIN_1102	الإنسان الذي يعتمد على الآ خرين في رفع معنوياته . . يفقد نفسه حين يفقدهم ! واسيني الأ عرج #حكمة	neg
TRAIN_720	يعني بنام من الملل ؟ اكو احد ماعنده دوام نروح نتريق 😂 😂	neg
TRAIN_1274	وعلى طاري الشوق ، ترى م غيرك أنتظر ? .	pos
TRAIN_670	USER كبير عالتقريده بس حاط نكي غلط يالحبيب	neg
TRAIN_322	هذه الحياة بالمختصر ضحكه والم	neg
TRAIN_1299	هنيئا لكل من لديه أحد يهتم به♡	pos
TRAIN_1475	جغرتني شركة النفط قالوا بينزلوا بترول للمحطات بكره ! ! الجغره ان من بين المحطات المحطات ابو 600 ! يعني غاغة ومرفاله والسوق السوداء عتشعلل ! !	neut
TRAIN_543	« عندما يبوح لك شخص فإستمع إليه جيدا . فهو أختارك أنت من بينهم جميعا : فلا تخذله ! » #محمد	neut
TRAIN_898	USER عب انا ماحد قالي مو استفسارك ! 🙈	neg
TRAIN_478	براحتك . . هي أكثر كلمة مستفزة ممكن تسمعها من شخص تحبه	neg
TRAIN_1276	يقول الشاعر اللي ناوي يخربها : : كانني مخطي عليك بشي . . مانيب آسف وكانني ما آخطيت لين الحين برجع وآخطي 😤	neg
TRAIN_1176	قوتي ضعفي . . و ضعفي اني ابيك	pos
TRAIN_1435	USER من وين يقرء الحارثي الان	neut
TRAIN_1407	USER إستاذ علي فيه واحد يكتب الهمش ويعيد تغريداتك ويدعي أنه من جمهورك وهو ينشر في حسابه صور فاضحه ومخله وبينشر الرذيل …	neg
TRAIN_794	كالعادة لاجديد يذكر 😕 إذا أردنا الإرتقاء بالقطاع السياحي بالسلطنة يجب أن تكون هناك خطط واضحه وشاملة وليس مجرد كلام #بيان_وزاره_السياحه	neg
TRAIN_1271	ﺂللهم اشفي ﺂلمريض وآلمحسود وآلمبتلى ﺂللهم ﺂشفي من يعاني الألم وعلى فرآش ﺂلمرض فلآ شفاء إلآ شفائگ شفآء لآ يغآدر سقمآ 💙	neut
TRAIN_1324	قد يكون أقرب الناس إليك أبعدهم عنك ! و يكون أبعدهم عنك أقربهم إليك ! فالقرب بالشعور . . لا بالحضور . . #نصيحة #تفكر	neut
TRAIN_831	التعبير عن المشاعر قد يؤلم أحيانا ، الكتمان رغم ألمه وقسوته يبقى أفضل لنا .	pos
TRAIN_832	USER مرحبا بك ، نرجو إرسال صورة من الهوية في رسالة خاصة لكي نتحقق من الحجز . شكرا لك .	neut
TRAIN_12	ويااريت ينفع اعيش عمرين . . في حضنك عمر ميقضيش ♡♡	pos
TRAIN_566	دخول الليل في الصف التجاري جعله اليوم يشرى ما يباع اشوف الناس تسهره ما تبالي اثر القمر مسيطر ومتحكم بالأوضاع	neut
TRAIN_864	أن يهتم المرء بالفصول المتغيرة أسعد له من أن يحب الربيع بلا طائل .	neg
TRAIN_1275	قآل آنا عند ظنك قلت لآ بالله آختلف فيك ظني نوبه و نوبه .	neg
TRAIN_674	الله يعز الرجال مزبنه الدخيل من حارس المرقص ووكر الدعاره #لايشرفنا_زيارة_ضاحي_خلفان_للكويت #اطردوا_خلفان_من_الكويت	neg
TRAIN_487	اخوي جاي من العسكريه امس ، دخلت اصحيه يقولي روح لا يجازوك هه 😑	pos
TRAIN_300	الذين يخافون من الفكر الآخر هم الذين يعيشون الضعف في فكرهم ، وكل ما كنت قويا في فكرك ، كنت اقدر على التسامح مع الفكر الآخر …	neut
TRAIN_785	بعض مشروبات التنحيف مثل شاي التنحيف أو قهوة التنحيف تحتوي على مادة السبوترامين التي تزيد جلطات القلب وممنوعة دوليا فليس كل …	neg
TRAIN_900	مبادرة فريق حياة الجديدة هي فرصة للجميع للمشاركة برسم المجتمع الذي نريده . #قريبا #مجموعة_حياة_الشبابية	pos
TRAIN_54	طول ما الاعلام الوسخ ده بيجيب في سرتك . . يبقي انت اكيد ماشي صح : - )	neg
TRAIN_856	الاندبندنت : مظاهرة امس امام السفارة الإسرائيلية في لندن واحدة من أضخم المظاهرات(اكثر من 45 الف متظاهر ) تضامنا مع #غزة http : / …	neut
TRAIN_857	USER ممكن آخذ موعد من الحين 😁 ؟	pos
TRAIN_446	تزيد نسبة حماقة الإنسان الى الثلث عندما يتحدث مع شخص معجب به	neut
TRAIN_1025	ترا مو شرط اكلمك كل يوم عشان اثبت لك اني اعزك ياخي وش اسوي اذا ماعندي سالفه ☺	neut
TRAIN_1318	اكثروا علي من الصلاة في يوم الجمعة ؛ فإن صلاة أمتي تعرض علي في كل يوم جمعة ، فمن كان أكثرهم علي صلاة ؛ كان أقربهم مني منزلة	neut
TRAIN_312	مآ بين نزف آلحنين ولفة آلشآرع ، إنسآنه ودهآ تشوفك بس مآ تقدر ' )	neg
TRAIN_1321	اذا نصحت احد لازم اسبه عشان يقتنع اكثر	neg
TRAIN_169	USER أحرق تأريخه بتدخلاته السياسية الطائشة !	neg
TRAIN_206	في طلبه بالكليه يداوم بالمصافط . . والله ادخل الكليه ساعه ٩ واطلع ٢ ونص واهوا قاعد بسياره شلوون ياخالي #العلوم	neg
TRAIN_1348	ألطف من لمعه النجم عيونك،الله ياحلوها 💙	pos
TRAIN_1039	بمجرد أنك تخطئ : سينسى الجميع أنك كنت رائعا يوما ما .	neg
TRAIN_447	#السلام_عليكم_ورحمة_الله_وبركاته صبحكم الله بالعافية وألهمكم الرشد وأعانكم على الطاعة وهداكم إلى سواء السبيل .	neut
TRAIN_751	USER انت تتحدث عن المدينة الفاضلة ، اما الواقع فمعظمنا يبحث عن مصلحته	neg
TRAIN_1132	من غرامك ماطلبت الا الغرام . . و من شموخي ما اريد الا رضاك . .	pos
TRAIN_456	هل ااخبرتكك باان االدنياا زاادت جماالاا منذ اان آنقلععت ☺ ♡♡ !	pos
TRAIN_1135	USER انا ما ادافع عنها ، ولاكن احاول اكون محايد وانظر للموضوع من عدة زوايا	neut
TRAIN_127	رمضان كريم عليكم وعلي اللي خلفوكم كلكم : - D 3	pos
TRAIN_166	مشعان الجبوري بحاجة الى اسناد اعلامي ودعم شعبي وعلى الكل ان يسنده بعيدا عن المؤثرات الحزبية والسياسية	pos
TRAIN_792	من أسباب الهموم : * عدم التوكل على الله * ضغط الظروف * الخوف من المستقبل * حسد الناس * تغليب سوء الظن * توقع البلاء * عدم وضوح الأهداف …	neut
TRAIN_164	USER في الباحة يقال صعصعني أي بهذلني 😁	neut
TRAIN_1063	USER ماذا عن من لديه اختبار بعد المغرب لاي كليه خصوصا الهندسه . . هل سيؤجل لو استمرت الحاله ؟ ارجو الرد	neg
TRAIN_251	كريستيانو رونالدو : الآن 5 سنوات جديدة مع النادي الأكبر ، بلا شك ستكون لحظات جيدة و أخرى صعبة كما جرت العادة في حياة لاعب كرة …	neut
TRAIN_920	علمني الأ أحن ، الأ اضعف وأتي إليك ، علمني فأنا أول مرة أحب . .	pos
TRAIN_1000	عدم مشاركة الجيوش العربية في الحرب على غزة بسبب عدم ثقة اليهود فيهم . . مخليينهم احتياط ودعم استخباراتي ولوجستيو	neg
TRAIN_274	USER هي مو قصة صورة ماعجبتك لكن ية اثار حقدك المهم بنات المسيار ماعليهن عتب بالمناسبة انتي من زواج مسيار وله مصياف او زواج سياحي	neg
TRAIN_925	الآن لا يريدون من يحرر الأقصى ، بل يريدون من يعيد فتح أبوابه أمام المصلين ، #آآخ كم أصبحت أحلامنا صغيرة . #اغلاق_المسجد_الاقصى	neg
TRAIN_524	تبا للذكريات تعيدنا لأشياء ، ولا تعيدها إلينا	neg
TRAIN_430	USER وانت من أهل الخير سلام اوك هلا بحضرو لأني زهئانة : )	neut
TRAIN_451	الانسان القوي ليس بحاجة إلى التقليل من شأن الآخرين وتصغيرهم ، حتى يشعر بقوته وعظمته . - ثابت عيد	pos
TRAIN_1247	☔ ️ ☔ ️ ترى الكلام الزين مثل المفاتيح تقفل به أفواه وتفتح به قلوب وإلا الكلام الشين مابه مرابيح تخسر به قلوب وتكسب ب …	neut
TRAIN_704	ماله داعي تعليقات سخيفه وماتخلون الدكتوره تشرح 🙂 🔥 🔥	neg
TRAIN_1227	( وإذا قيل لهم اركعوا لا يركعون ) [ المرسلات : 48 ]	neut
TRAIN_1124	USER قسم تخيلي شكلي اطبخله في الضهر 🔪	neg
TRAIN_200	كيف لسماعة هاتف أن تتحول لوهلة لمسرح كامل انا كل الحضور فيه . . أنت كل المطربين فيه.أسمعك وأصفق لك ، أسمعك وأصفر لك . أسمعك ياحبيبتي …	pos
TRAIN_363	الذين كرهوا إقرار تحفيظ القرآن بالمدارس إنما خصومتهم مع دين الله لا مع من أقرها؛فقد قال سلفهم(لا تسمعوا لهذا القرآن والغ …	neg
TRAIN_1069	كمية النشاط اللي استهلكناها وحنا صغار هي سبب كسلنا الحين ولا فيه بزر عمره ٨ سنوات يلاحق وايت الساعة ١ الظهر وحافي 😁	pos
TRAIN_1106	#نهائي_كأس_العالم_2014 لبس الزي ( الأزرق ) وتبونه يفوز . . أخبر فريق شقيق خرج من المولد بلا حمص . .	neg
TRAIN_1121	دعيني أحتضنك بكل ما أوتيت من حب لأخبرك بعنف عناقي . . أني أكره أيامي بدونك . .	pos
TRAIN_887	بتوفيق من الله تم انها آخر اختبار . . اجاازه تاايم . . Shct . .	pos
TRAIN_657	و انتي ما شفتي هالشي بعينج و ولا متاكده منه ! هذا اسمه نقص بالعقل و الشخصيه	neg
TRAIN_1022	اصابة ضابط اسرائيلي كبير بجراح خطيرة شرق غزة	neut
TRAIN_1079	USER : اغفر لنا يا الله حين تلهينا الدنيا عن مناجاتك	neg
TRAIN_927	هلقيت اكتر ناس قاعدة على اعصابها الي بعتوا على اسعد من تحب بستنوا فضيحتهم 😂	neut
TRAIN_1212	أتعلمين ما الذي يحزنني ؟ أنهم جادلوني بك مرارا ، أخبرتهم أنك مختلفه فخذلتيني .	neg
TRAIN_291	USER شخصية عندي مو معروفة وموجودة محادثات سوسن بصفحتي	neut
TRAIN_793	الحمدلله عالفوز 3 نقاط مهمه جدا الف مبروك للأمه الهلاليه 💙 والقادم اجمل بأذن الله	pos
TRAIN_173	اماكن تواجد داعش حيث تتوفر حاضنة للفكر الداعشي والوهابي وغالب الملتحقين بداعش هم من خريجي السجون برواتب مغرية . . وفترات مراب …	neg
TRAIN_625	مهما وصلت الموضة إلي درجة الجمال لم ولن تكون أجمل من الستر والحياء ✨	neg
TRAIN_91	عن احساسي وانا بتمرن بوزن لاول مره ايوه بقي	pos
TRAIN_849	USER اشككرر ربك غيرك يذاكر ويجيب ذي الدرجات 😂 😒	pos
TRAIN_685	سئل أحدهم : ما تظن الناس يقولون فيك ؟ ! قال : إني لميت وأنهم لميتون ، وإني لوحدي محاسب ، وأنهم لوحدهم محاسبون ، فما لي ومال ما يقولون ! !	neg
TRAIN_1240	USER شكرا لكم على تواصلكم معنا ، وبملاحظاتكم سنتمكن من تحقيق هدفنا لمجتمع أكثر صحة وسعادة	neut
TRAIN_1391	نقطة قوة #إيران الوحيدة هي ملف الأقليات الطائفية غير هذا إيران دولة عادية بإقتصاد متواضع جدا وإداء إعلامي قوي بوضوح رؤيت …	neut
TRAIN_948	بنت عمي الصغيرة صوتها حلو و بعتقد إني أول واحد إكتشفت الموهبة .	pos
TRAIN_235	USER أمزح معكم واذا زعلانين اعتذر منكم 😊 😊	neg
TRAIN_44	الناس اللي محركهاش #الدم وهتتحرك عشان الاسعار دي بقي #اقذر ناس - _ -	neg
TRAIN_1034	#عاجل |السلطات المصرية تقرر فتح معبر #رفح لمدة 3 أيام بدءا من السبت بكلا الاتجاهين !	neut
TRAIN_1070	ربنا لا تحملنا مالا طاقه لنا به 💕 .	pos
TRAIN_676	USER حييل بو عياام سجل عندك شباب 228 عزييمه علي 😍	pos
TRAIN_1209	اللهم أرحم #أبي_جاسم واغفر له فهو أغلى ما فقدت ♥ ♥	neg
TRAIN_266	المسافه ذنب والفرقا حنين الليالي طيف والواقع فراق . . ما نسيتك يابعد عمر السنين ، كل يوم اشتاق لك حد - الاختناق -	neg
TRAIN_150	زهقت من هالافتار لازم اغيره صراحتن	neg
TRAIN_379	حلم يعانقني . . أن أطير مع الطيور الراحلة . . واهاجر الى عالم لا أنين فيه ولا حنين . .	neg
TRAIN_1473	🍂 🍃 كل اللذات تفنى إلا اللذة التي تبقى بعد الموت وتنفع في الآخرة ( هي لذة العلم بالله والعمل له ) 🍃 ابن تيمية،الفتاو …	neut
TRAIN_1030	#ساعة_مع_طارق_الحبيب الطفل كائن يهوى التعلم واكتساب الخبرات ، اختيار الأسلوب الأمثل يجعله متلقي راقي وسريع التطبيق	pos
TRAIN_741	ما اطلع انا اذا ما سحبت على اخر هوموورك من كل ماده : )	pos
TRAIN_1108	قل لنفسك : لن أستسلم للقلق فقلقي لن يقودني الى شىء سوى الهم والاحباط ! عود نفسك على أن تبتسم وكن مستعدا أن تفرح فى كل وقت 💗	pos
TRAIN_1451	حرر نفسك من عبء الرغبة في أن تكون دائما على حق واختر أن تكون دائما سعيدا على أن تكون دائما على حق .	pos
TRAIN_576	انتقل الى رحمة الله قبل قليل الشاب/عايض بن عبدالله بن قاسم نسأل الله أن يرحمه ويغفر له ويسكنه الجنة إنا لله وإنا إليه راجعون …	neut
TRAIN_811	USER الحمد لله على السﻻمة بومحمد	pos
TRAIN_757	USER نشوى انت جميلة جدا ما شاء الله و قررت اقولش بدل ما بس اقول لنفسي الله يحفظش 🌹	pos
TRAIN_866	لو سمحت وين الExit من المجتمع ؟	neg
TRAIN_535	USER لمبات شوارعنا طافية لها يومين ماصارت ساعة هه	neg
TRAIN_877	في لعبة الكراسي كل واحد يخاف على كرسيه عن يجلس عليه غيره ! #ذكريات_طفوله	neut
TRAIN_1495	قال ابن الجوزي رحمه الله : قد تتأخر العقوبة وتأتي في آخر العمر ، فيا طول التعثر مع كبر السن لذنوب كانت في الشباب ! [ صيد ا …	neg
TRAIN_137	ﻫﻴﺼﻔﻮﺍ ﺍﻟﻘﻴﺎﺩﺍﺕ ﻓﻲ ﺍﻟﺴﺠﻦ ﻭﻫﻴﻘﻮﻟﻮﺍ ﻣﺤﺎﻭﻟﺔ ﻫﺮﻭﺏ . . #ﻣﺬﺑﺤﺔ_ﺍﺑﻮ_ﺯﻋﺒﻞ	neg
TRAIN_1459	صبحكم الله بالنور والسرور 🌷 💗	pos
TRAIN_459	USER هاذا لحساب يستحق لمتابعا نرجو من جميع لاصدقاء لنشر لحساب شكرآ لكم جميعآ	neut
TRAIN_1413	صاحبت كبيرا في السن في نزهة يوم واحد ولفت نظري أن زوجته هاتفته خمس مرات تسأله عن راحته وهل أكل ومتى سيعود . . ؟ ! وهويجيب بس …	pos
TRAIN_382	USER وك لأ ! ! انت حكيت وتلقى الحر مفترشا #رصيفه 😊 ولا شو ؟ ؟ 😉	pos
TRAIN_680	أستودع الله وجهك ، صوتك ، وضحكتك التي لا تغيب ، أستودعتك الله كل يوم	pos
TRAIN_1159	ثواني صمتها تقتل ، اجل وشلون لو غابت ؟ .	pos
TRAIN_1491	ليش اذا احد احبه اقعد ادور عليه في كل مكان واذا جاء اسوي نفسي ما اشوف ☺ ؟	neut
TRAIN_574	4️⃣ ٧ . لا يقلق من كان له أب . . فكيف يقلق من كان له رب .	pos
TRAIN_255	مالك ومال الضيق يا وجه السعد خل الھموم اقفايھا واقبالھا ترى الولي اللي له المسلم سجد يحلھا لا من بلش حلالها	pos
TRAIN_1494	طباعة المصحف لم تتم طباعته إلا بعد أن توفرت لدى الإنسان إمكانيات الطباعة . . فأين كان محفوظا ؟ ؟ . .	neut
TRAIN_1360	USER للامانه انتم اجمل مثال للتعايش المذهبي حفظ الله عمان وابعد عنها كل شر	pos
TRAIN_122	مفيش مدربين اجانب هيدخلوا مصر تاني لمدة ١٠ سنين مثلا : ' D	neg
TRAIN_240	هذي نهايه الي تمشي وفيها النوده 😭 💔	neg
TRAIN_779	والمخور ي زينه و مغواه ؛ يجذب لعرب و يفتنهم 😌 💙	pos
TRAIN_329	يا جماعة انت عارفين ايش يعني كافاني يتبدل بمباراة مثل هيك ، يعني اتبهدلوا !	neg
TRAIN_356	مساكين طلاب #الأردنية مفكرين حالهم بسويسرا اعتصام #جامعات_مش_شركات يفض بالقوة !	neg
TRAIN_929	كيف بيقدرو يفكو الحجاب بعد ما يتحجبو O.o حد يشرحلي 😏	neut
TRAIN_1261	كل جبهه تلمس الأرض في جلاله السجود لها حكايه مختلفه . . 👌 #صلاه_الفجر 💝	pos
TRAIN_980	USER رحمة الله عليه . . ولعنة الله عليهم	neg
TRAIN_575	العدل في جمله مفيده #الملك_سلمان_بن_عبدالعزيز	pos
TRAIN_64	ابننا عبد الشافي هيلعب الساعة كام ؟ !	neut
TRAIN_907	إمي : مالك مبوزة ؟ - تعبانة ، ، نفسي أسافر إمي : أقشرلك تفاحة ؟	neut
TRAIN_1202	ما قدروا الله حق قدره إن الله لقوي عزيز ( 74 ) - - سورة الحج #Quran	neg
TRAIN_1241	الأحبة كشجرة الياسمين ، ، لاتكتفي بأن تظلك ! ! بل لا تتركك إلا معطرا بعبيرها ! ! فأسعد الله من كانوا دوما زهور الياسمين في حياتنا 💐 💐 🌺	pos
TRAIN_969	إن الله قد يقبل نصف الجهد في سبيله ولكنه لا يقبل نصف النية ، إما أن يخلص القلب كله له ، و إما أن يرفضه كله !	neg
TRAIN_1454	“ USER : صحيح ماندري عن اللي يكنون ولاأاحدن على قلوب الأوادم تنبا مهما الليالي تستر اللي يخبون تبدي لك الأيام . . شي مخبا ”	neg
TRAIN_299	من اراد الحياة فل يعمل لي حياة الاخرة فما هاذهي الا حياة فانية و الاخرة خيرآ و ابقى . .	neut
TRAIN_636	احد اذا مديتله طيبك . . يغيب ماتملي عيونه كبار الفعايل واحد يموت إن كان سويت به طيب يخاف مايقدر يرد الجمايل #صلاح العرجاني	neut
TRAIN_287	USER هه احسن انك مؤلف روائي جيد أو مفسر أحلام . حاول تتجه لوحده منهن بصراحه اصرف لك . اترك الكوره لهله .	neg
TRAIN_294	عندما لا تعرف كيف تصف شعورك أو تدافع عن نفسك فى لحظة أو موقف ما ، فأعلم أن لك قلبا بريئا لم يتعلم خبث الحياة نجيب_محفوظ	pos
TRAIN_1382	عااجل انهيار تام في صفوف المقاتلين في مأرب والجوف وأنباء عن خلافات وانسحابات من المواقع بعد اعتقال اللواء المقدشي وضباط أ …	neg
TRAIN_1270	والله إنه سآكن وسط الضلوع بروحه ❤️ .	pos
TRAIN_689	مادمت تنوي الخير فأنت بخير احرص على النيه الحسنة لأنها تكتب ف ( على نياتكم ترزقون )	pos
TRAIN_1343	كلامك غنوة أيامي وقربك قمة احلامي 🕊 .	pos
TRAIN_349	#الجزائر_كوريا مباراه ناريه 18 دقيقه الله يعديهم على خير 4 \ 2	neut
TRAIN_590	لست أبالي إن كانوا لغيري يستلذون الوصال - خلقت الطيور وهي على أشكالها تقع .	neg
TRAIN_1074	فيديو حمد الرميثي عور قلبي 💔 😞 الله يشفيك ويقويك بالسلامة خليفة المعمري 😭 #خليفة_المعمري	neg
TRAIN_558	USER الحين لو انهم اذا جو الساعة ٩ ولا١٠ بيداومون زين لين يخلص دوامهم بلعناها وقفة الصلاة ما تقل عنساعة ولو جيت بعد ١ : ٣٠ مالقيت احد	neg
TRAIN_1416	💡 إذا أهمك رزق الغد ❗ ️ فمن يكفل لك قدوم الغد ❗ ️ وإذا أحزنك ماحدث باﻷمس ❗ ️ فمن يعيد لك الأمس ❗ ️ توكل على الله وكفى بالل …	neut
TRAIN_805	أنباء عن قرار من #الإمارات بإعادة مجندي الخدمة العسكرية الإجباريةمن #اليمن خلال الساعات القادمة وعددهم 1500وعدم إرسال قوات ب …	neut
TRAIN_60	نحب نشكر الناس اللي علاقتنا بيهم غير منهكة و مريحة اللي بيعملوا المعروف و مش منتظرين رد و لو قصرت في حقهم بسبب المشاغل يتفهمو …	pos
TRAIN_440	والله ولاد الحرام ما خلو لولاد الحرام التانيين إشي	neg
TRAIN_644	. . في متاهات الخيال وماطرى في بالي يستر الله من غرام ما انتهى موضوعه .	pos
TRAIN_904	من أجل الجنہ ي صاح ♡ ٺواضع للفقير ، ٺصدق بالقليل ♡ ' ابٺسم للناس ، أسعد يٺيم ♡ وآقم الصلاة ♡	neut
TRAIN_340	USER هه حتى لو حنضل متخاصمين	neg
TRAIN_1017	الناس الي بدعولك بالغيب وبوجودك وغيابك فعلا صادقين . الحب دعاء 💘 🌸	pos
TRAIN_1155	ولا لمحت شوف المخاليق طلعات ونزول ، لفحت مثل الكحيلة تداري عفها .	neg
TRAIN_89	ﻓﻰ ﻧﺎﺱ ﺗﺤﺲ ﺍﻧﻬﻢ ﻟﻮ ﺍﻟﺠﻴﺶ او الشرطه دﺧلت ﺍﻏﺘﺼﺒتهﻢ ﻫما وﺍﻫﻠﻴﻬﻢ ﻫﻴﻘﻮﻟﻬﻢ ﺗﺴﻠﻢ ﺍﻻ ﻳﺎﺩﻯ ﺗﺴﻠﻢ ﻳﺎ ﺟﻴﺶ ﺑﻼ ﺩﻯ ﺍﻟﻰ ﻧﻔﺴﻰ ﺍﻓﻬﻤﻪ ﻫما دﺎﻏهم ﺩﻯ ﻓﻴﻬﺎ ﺍﻳﻪ	neg
TRAIN_378	لا يدرك نعمة #الأمن إلا من فقده فبوجود الأمن تصلح الحياة وتحفظ الدماء والأموال والأعراض وإذا عدم الأمن انتهت الحياة .	neg
TRAIN_460	كثيرون مصلحتهم تفجير المذهبية في السعودية : إيران حزب الله داعش الحوثيون . لذلك الأهم قبل وبعد معرفة المسؤل الوقوف في وجه الجري …	neut
TRAIN_916	بكل صراحة من منكم صلى اليوم الفجر في جماعة	neut
TRAIN_1313	ليست الناس بوجوههم . . بل بقلوبهم . . ! ! #جبرانيات	pos
TRAIN_936	الدمع وناسي و الوحدة تقلب موت USER	neg
TRAIN_1011	قديش الناس صايرة مستفزة ! وقديش انا مبطلة أتحمل ! !	neg
TRAIN_1007	عباس : من ارتكب التفجيرات في غزة هم قادة حركة حماس	neut
TRAIN_5	لما تشوف عيل صغير بيضحكلك دى بالدنيا وإلى فيها 😀	pos
TRAIN_860	اي والله إني … أبي لقياك لي مده ، لكن … وقفت بين : الوقت واحراجه ! وصديت مثل الكريم اللي قبل صده ، ما وده يغيب لكن : ( ما معه حاجه ) !	neg
TRAIN_897	ﺎمسك الدله بروح الحمام وجي ٰ^خلاني راح عني ونساني ‹ ☹ › قريبا في العيد : انتبهہ أخي المسلم هه …	neg
TRAIN_81	وقتك . . أفضل هدية تقدمها لمن تحب .	neut
TRAIN_431	إياك وشدة الغضب فإن شدة الغضب ممحقة لفؤاد الحكيم . - لقمان الحكيم	neg
TRAIN_749	من حقوقي عليك كصديق تستحمل صوتي وانا أغني 🌚	neg
TRAIN_933	لم يزد السيد هنية أن قال الحقيقة ، فالحياة رغيدة وهي كذلك فعلا ، هي كذلك للشعب الذي يحكمه ، ويدين بالولاء له ، أما نحن فلس …	neg
